Player,BirthDate,BirthCity,BirthState,HighSchoolCity,HighSchoolState,College,BirthLat,BirthLong,HSLat,HSLong,CollegeNameGood,CollegeLat,CollegeLong
Jonas Valanciunas,"May 6, 1992",Utena,Lithuania,none,none,none,55.5,25.6,,,,,
Jonathan Bender,"January 30, 1981",Picayune,Mississippi,Picayune,Mississippi,none,30.5354,-89.46,30.5354,-89.46,,,
Jonathan Kerner,"June 6, 1974",Atlanta,Georgia,Atlanta,Georgia,East Carolina University,33.8477,-84.2814,33.8477,-84.2814,East Carolina University,35.60044,-77.36441
Jonny Flynn,"February 6, 1989",Niagara Falls,New York,Niagara Falls,New York,Syracuse University,43.0836,-79.0301,43.0836,-79.0301,Syracuse University,43.03784,-76.13465
Jordan Crawford,"October 23, 1988",Detroit,Michigan,Chatham,Virginia,Xavier University,42.3679,-83.1386,36.8385,-79.4334,Xavier University,39.14978,-84.478
Jordan Farmar,"November 30, 1986",Los Angeles,California,Woodland Hills,California,"University of California, Los Angeles",34.0396,-118.2661,34.1749,-118.6152,"University of California, Los Angeles",34.02051,-118.28563
Jordan Hamilton,"October 6, 1990",Los Angeles,California,Compton,California,University of Texas at Austin,34.0396,-118.2661,33.8748,-118.2406,University of Texas at Austin,30.26715,-97.74306
Jordan Hill,"July 27, 1987",Atlanta,Georgia,Patterson,North Carolina,University of Arizona,33.8477,-84.2814,35.9993,-81.564,University of Arizona,32.23188,-110.95347
Jordan Williams,"October 11, 1990",Torrington,Connecticut,Torrington,Connecticut,University of Maryland,41.8394,-73.1255,41.8394,-73.1255,University of Maryland,39.32898,-76.62057
Jorge Garbajosa,"December 19, 1977",Madrid,Spain,none,none,none,40.4086,-3.6922,,,,,
Jorge Gutierrez,"December 27, 1988",none,none,Henderson,Nevada,University of California,,,36.0312,-115.0739,University of California,38.53232,-121.78855
Jose Barea,"June 26, 1984",Mayaguez,Puerto Rico,Miami,Florida,Northeastern University,18.2115,-67.1026,25.9388,-80.2144,Northeastern University,42.33982,-71.08755
Jose Calderon,"September 28, 1981",Villanueva de la Serena,Spain,none,none,none,38.9667,-5.8,,,,,
Jose Ortiz,"October 25, 1963",Aibonito,Puerto Rico,Cayey,Puerto Rico,Oregon State University,18.14,-66.2661,18.1154,-66.161,Oregon State University,44.04598,-123.07046
Jose Slaughter,"September 9, 1960",Los Angeles,California,Compton,California,University of Portland,34.0396,-118.2661,33.8748,-118.2406,University of Portland,45.57277,-122.72669
Joseph Forte,"March 23, 1981",Atlanta,Georgia,Hyattsville,Maryland,University of North Carolina,33.8477,-84.2814,38.9545,-76.9443,University of North Carolina,36.00153,-78.94001
Josh Akognon,"February 10, 1986",Greenbrae,California,Petaluma,California,"California State University, Fullerton",37.9494,-122.5626,38.2184,-122.7676,"California State University, Fullerton",33.8781,-117.8824
Josh Boone,"November 21, 1984",Mount Airy,Maryland,Colora,Maryland,University of Connecticut,39.3795,-77.1656,39.6682,-76.0996,University of Connecticut,41.31121,-72.92649
Josh Childress,"June 20, 1983",Harbor City,California,Lakewood,California,Stanford University,33.796,-118.2986,33.8446,-118.1465,Stanford University,37.42716,-122.17024
Josh Davis,"August 10, 1980",Salem,Oregon,Salem,Oregon,University of Wyoming,44.9016,-122.9223,44.9016,-122.9223,University of Wyoming,41.31192,-105.57638
Josh Grant,"August 7, 1967",Salt Lake City,Utah,Salt Lake City,Utah,University of Utah,40.7608,-111.8911,40.7608,-111.8911,University of Utah,40.76495,-111.84855
Josh Harrellson,"February 12, 1989",St. Charles,Missouri,St. Charles,Missouri,University of Kentucky,38.6073,-76.9248,38.6073,-76.9248,University of Kentucky,38.03036,-84.49938
Josh Howard,"April 28, 1980",Winston-Salem,North Carolina,Chatham,Virginia,Wake Forest University,36.1028,-80.2605,36.8385,-79.4334,Wake Forest University,36.13347,-80.27727
Josh McRoberts,"February 28, 1987",Indianapolis,Indiana,Carmel,Indiana,Duke University,39.793,-86.2853,39.9738,-86.1765,Duke University,36.00153,-78.94001
Josh Powell,"January 25, 1983",Charleston,South Carolina,Riverdale,Georgia,North Carolina State University,32.9326,-79.9798,33.5561,-84.4522,North Carolina State University,36.00153,-78.94001
Josh Selby,"March 27, 1991",Baltimore,Maryland,Baltimore,Maryland,University of Kansas,39.2904,-76.6122,39.2904,-76.6122,University of Kansas,38.8134,-97.60949
Josh Smith,"December 5, 1985",College Park,Georgia,Mouth of Wilson,Virginia,none,33.6534,-84.4494,36.5894,-81.3364,,,
Jrue Holiday,"June 12, 1990",Chatsworth,California,North Hollywood,California,"University of California, Los Angeles",34.2868,-118.61399999999999,34.1683,-118.37299999999999,"University of California, Los Angeles",34.02051,-118.28563
Juan Carlos Navarro,"June 13, 1980",Barcelona,Spain,none,none,none,41.3833,2.1833,,,,,
Juan Dixon,"October 9, 1978",Baltimore,Maryland,Baltimore,Maryland,University of Maryland,39.2904,-76.6122,39.2904,-76.6122,University of Maryland,39.32898,-76.62057
Juaquin Hawkins,"July 2, 1973",Gardena,California,Lynwood,California,"California State University, Long Beach",33.8993,-118.3169,33.9251,-118.2032,"California State University, Long Beach",33.78349,-118.11397
Jud Buechler,"June 19, 1968",San Diego,California,Poway,California,University of Arizona,32.9014,-117.2079,32.9775,-117.0232,University of Arizona,32.23188,-110.95347
Julian Hammond,"May 27, 1943",Chicago,Illinois,Chicago,Illinois,University of Tulsa,41.9288,-87.6315,41.9288,-87.6315,University of Tulsa,36.15013,-95.94691
Julian Wright,"May 20, 1987",Chicago,Illinois,Flossmoor,Illinois,University of Kansas,41.9288,-87.6315,41.5381,-87.6842,University of Kansas,38.8134,-97.60949
Julius Erving,"February 22, 1950",Roosevelt,New York,Roosevelt,New York,University of Massachusetts Amherst,40.6784,-73.5851,40.6784,-73.5851,University of Massachusetts Amherst,42.3895,-72.5281
Julius Hodge,"November 18, 1983",New York,New York,New York,New York,North Carolina State University,40.8424,-73.8556,40.8424,-73.8556,North Carolina State University,36.00153,-78.94001
Julius Keye,"September 5, 1946",Toccoa,Georgia,none,none,Alcorn State University,34.5439,-83.3082,,,Alcorn State University,31.86692,-91.13162
Julius Nwosu,"May 1, 1971",Nkwerre,Nigeria,Imo,Nigeria,Liberty University,5.75,7.1,7.0167,3.5167,Liberty University,37.35071,-79.18085
Julyan Stone,"December 7, 1988",Alexandria,Virginia,Goleta,California,University of Texas at El Paso,38.8177,-77.1527,34.5021,-120.1287,University of Texas at El Paso,31.75872,-106.48693
Jumaine Jones,"February 10, 1979",Cocoa,Florida,Camilla,Georgia,University of Georgia,28.3904,-80.8233,31.2154,-84.2685,University of Georgia,33.95206,-83.37394
Junior Bridgeman,"September 17, 1953",East Chicago,Indiana,East Chicago,Indiana,University of Louisville,41.6463,-87.4528,41.6463,-87.4528,University of Louisville,38.21507,-85.75913
Junior Burrough,"January 18, 1973",Charlotte,North Carolina,Mouth of Wilson,Virginia,University of Virginia,35.1232,-80.9343,36.5894,-81.3364,University of Virginia,38.03561,-78.50329
Junior Harrington,"October 2, 1980",Wagram,North Carolina,Wagram,North Carolina,Wingate University,34.9232,-79.4047,34.9232,-79.4047,Wingate University,34.984320000000004,-80.44923
Justin Dentmon,"September 5, 1985",Carbondale,Illinois,Winchendon,Massachusetts,University of Washington,37.7327,-89.2034,42.661,-72.0489,University of Washington,38.9515,-77.08998
Justin Hamilton,"April 1, 1990",Newport Beach,California,Highland,Utah,Louisiana State University,33.6275,-117.8734,40.4189,-111.7922,Louisiana State University,29.93987,-90.11954
Justin Harper,"August 30, 1989",Richmond,Virginia,Richmond,Virginia,University of Richmond,37.4677,-77.59,37.4677,-77.59,University of Richmond,33.47063,-81.98413
Justin Holiday,"April 5, 1989",Mission Hills,California,North Hollywood,California,University of Washington,34.2719,-118.4572,34.1683,-118.37299999999999,University of Washington,38.9515,-77.08998
Justin Reed,"January 16, 1982",Jackson,Mississippi,Jackson,Mississippi,University of Mississippi,32.3134,-90.17200000000001,32.3134,-90.17200000000001,University of Mississippi,34.38238,-89.53988
Justin Williams,"May 12, 1984",Chicago,Illinois,South Holland,Illinois,University of Wyoming,41.9288,-87.6315,41.6003,-87.5975,University of Wyoming,41.31192,-105.57638
Justus Thigpen,"August 13, 1947",none,none,none,none,Weber State University,,,,,Weber State University,41.21106,-111.94439
Juwan Howard,"February 7, 1973",Chicago,Illinois,Chicago,Illinois,University of Michigan,41.9288,-87.6315,41.9288,-87.6315,University of Michigan,42.84031,-84.47982
K.C. Jones,"May 25, 1932",Taylor,Texas,San Francisco,California,University of San Francisco,30.5852,-97.3738,37.7312,-122.3826,University of San Francisco,37.77549,-122.4508
Kaniel Dickens,"July 21, 1978",Denver,Colorado,Denver,Colorado,University of Idaho,39.7525,-104.9995,39.7525,-104.9995,University of Idaho,46.72572,-117.01128
Kannard Johnson,"June 24, 1965",Cincinnati,Ohio,Cincinnati,Ohio,Western Kentucky University,39.1666,-84.5465,39.1666,-84.5465,Western Kentucky University,36.98754,-86.45166
Kareem Abdul-Jabbar,"April 16, 1947",New York,New York,New York,New York,"University of California, Los Angeles",40.8424,-73.8556,40.8424,-73.8556,"University of California, Los Angeles",34.02051,-118.28563
Kareem Rush,"October 30, 1980",Kansas City,Missouri,Kansas City,Missouri,University of Missouri,39.1068,-94.566,39.1068,-94.566,University of Missouri,38.94587,-92.32768
Karl Malone,"July 24, 1963",Summerfield,Louisiana,Summerfield,Louisiana,Louisiana Tech University,32.9728,-92.77799999999999,32.9728,-92.77799999999999,Louisiana Tech University,32.509,-92.58998000000001
Kasib Powell,"March 18, 1981",Teaneck,New Jersey,Teaneck,New Jersey,Texas Tech University,40.8889,-74.0119,40.8889,-74.0119,Texas Tech University,33.59231,-101.88795
Kawhi Leonard,"June 29, 1991",Los Angeles,California,Riverside,California,San Diego State University,34.0396,-118.2661,33.9936,-117.3832,San Diego State University,32.85477,-117.20392
Kebu Stewart,"December 19, 1973",New York,New York,New York,New York,"California State University, Bakersfield",40.8424,-73.8556,40.8424,-73.8556,"California State University, Bakersfield",35.35024,-119.10414
Kedrick Brown,"March 18, 1981",Zachary,Louisiana,Zachary,Louisiana,Okaloosa-Walton Community College,30.6379,-91.1797,30.6379,-91.1797,Northwest Florida State College,30.516859999999998,-86.48217
Keith Askins,"December 15, 1967",Athens,Alabama,Athens,Alabama,University of Alabama,34.7675,-87.1057,34.7675,-87.1057,University of Alabama,33.20944,-87.54149
Keith Benson,"August 13, 1988",Cleveland,Ohio,Beverly Hills,Michigan,Oakland University,41.4379,-81.5366,42.5219,-83.2422,Oakland University,42.67587,-83.21771
Keith Bogans,"May 12, 1980",Alexandria,Virginia,Hyattsville,Maryland,University of Kentucky,38.8177,-77.1527,38.9545,-76.9443,University of Kentucky,38.03036,-84.49938
Keith Booth,"October 9, 1974",Baltimore,Maryland,Baltimore,Maryland,University of Maryland,39.2904,-76.6122,39.2904,-76.6122,University of Maryland,39.32898,-76.62057
Keith Closs,"April 3, 1976",Hartford,Connecticut,Baldwin Park,California,Central Connecticut State University,41.7686,-72.6745,34.0964,-117.9668,Central Connecticut State University,41.6901,-72.76982
Keith Edmonson,"September 28, 1960",Gulfport,Mississippi,San Antonio,Texas,Purdue University,30.473000000000003,-89.1494,29.4244,-98.4842,Purdue University,40.42809,-86.92251
Keith Erickson,"April 19, 1944",San Francisco,California,El Segundo,California,"University of California, Los Angeles",37.7312,-122.3826,33.9164,-118.4041,"University of California, Los Angeles",34.02051,-118.28563
Keith Herron,"June 14, 1956",Memphis,Tennessee,Washington,District of Columbia,Villanova University,35.185,-90.0936,38.8749,-77.0325,Villanova University,40.03817,-75.34463
Keith Jennings,"November 2, 1968",Culpepper,Virginia,Culpepper,Virginia,East Tennessee State University,38.4719,-77.9992,38.4719,-77.9992,East Tennessee State University,36.30344,-82.36903
Keith Langford,"September 15, 1983",Fort Worth,Texas,Fort Worth,Texas,University of Kansas,32.7257,-97.3214,32.7257,-97.3214,University of Kansas,38.8134,-97.60949
Keith Lee,"December 28, 1962",West Memphis,Arkansas,West Memphis,Arkansas,University of Memphis,35.1385,-90.1532,35.1385,-90.1532,University of Memphis,35.1187,-89.93731
Keith McCord,"June 22, 1957",Birmingham,Alabama,Birmingham,Alabama,University of Alabama at Birmingham,33.4468,-86.7404,33.4468,-86.7404,University of Alabama at Birmingham,33.50483,-86.79999
Keith McLeod,"November 5, 1979",Canton,Ohio,Canton,Ohio,Bowling Green State University,40.7901,-81.4331,40.7901,-81.4331,Bowling Green State University,41.37589,-83.63966
Keith Owens,"May 31, 1969",San Francisco,California,Van Nuys,California,"University of California, Los Angeles",37.7312,-122.3826,34.2023,-118.4468,"University of California, Los Angeles",34.02051,-118.28563
Keith Smart,"September 21, 1964",Baton Rouge,Louisiana,Baton Rouge,Louisiana,Indiana University,30.4386,-91.1703,30.4386,-91.1703,Indiana University,40.41226,-86.93668
Keith Smith,"March 9, 1964",Flint,Michigan,West Covina,California,Loyola Marymount University,43.0138,-83.6883,34.0699,-117.9421,Loyola Marymount University,33.97087,-118.4187
Keith Starr,"March 14, 1954",Sewickley,Pennsylvania,Leetsdale,Pennsylvania,University of Pittsburgh,40.5775,-80.1503,40.5664,-80.2125,University of Pittsburgh,40.44285,-79.95922
Keith Swagerty,"October 30, 1945",San Jose,California,San Jose,California,University of the Pacific,37.3239,-121.9144,37.3239,-121.9144,University of the Pacific,61.19028,-149.80417
Keith Tower,"May 15, 1970",Libby,Montana,Coraopolis,Pennsylvania,University of Notre Dame,48.3259,-115.3596,40.4998,-80.1842,University of Notre Dame,41.7031,-86.23917
Keith Van Horn,"October 23, 1975",Fullerton,California,Diamond Bar,California,University of Utah,33.9019,-117.9108,33.9958,-117.8189,University of Utah,40.76495,-111.84855
Kelenna Azubuike,"December 16, 1983",London,United Kingdom,Tulsa,Oklahoma,University of Kentucky,-24.7667,30.8667,36.0492,-96.0712,University of Kentucky,38.03036,-84.49938
Kelly McCarty,"August 24, 1975",Chicago,Illinois,Quitman,Mississippi,University of Southern Mississippi,41.9288,-87.6315,32.0506,-88.6603,University of Southern Mississippi,30.35242,-89.13643
Kelly Olynyk,"April 19, 1991",Toronto,Canada,Kamloops,Canada,Gonzaga University,40.4903,-80.6709,50.6667,-120.3333,Gonzaga University,47.66573,-117.40244
Kelly Tripucka,"February 16, 1959",Glen Ridge,New Jersey,Bloomfield,New Jersey,University of Notre Dame,40.8073,-74.2051,40.8086,-74.1869,University of Notre Dame,41.7031,-86.23917
Kelvin Cato,"August 26, 1974",Atlanta,Georgia,Decatur,Georgia,Iowa State University,33.8477,-84.2814,33.6878,-84.2507,Iowa State University,41.65502,-91.55684
Kelvin Ransey,"May 3, 1958",Toledo,Ohio,Toledo,Ohio,Ohio State University,41.7073,-83.54299999999999,41.7073,-83.54299999999999,Ohio State University,39.99618,-83.0188
Kelvin Upshaw,"January 24, 1963",Chicago,Illinois,Chicago,Illinois,University of Utah,41.9288,-87.6315,41.9288,-87.6315,University of Utah,40.76495,-111.84855
Kemba Walker,"May 8, 1990",New York,New York,New York,New York,University of Connecticut,40.8424,-73.8556,40.8424,-73.8556,University of Connecticut,41.31121,-72.92649
Ken Austin,"July 15, 1961",Los Angeles,California,Los Angeles,California,Rice University,34.0396,-118.2661,34.0396,-118.2661,Rice University,29.71912,-95.39744
Ken Bannister,"April 1, 1960",Baltimore,Maryland,Baltimore,Maryland,Saint Augustine's College,39.2904,-76.6122,39.2904,-76.6122,"Saint Augustines College""",35.7721,-78.63861
Ken Boyd,"March 25, 1952",Frederick,Maryland,Frederick,Maryland,Boston University,39.3427,-77.3782,39.3427,-77.3782,Boston University,42.33399,-71.10477
Ken Charles,"July 10, 1951",none,none,New York,New York,Fordham University,,,40.8424,-73.8556,Fordham University,40.86121,-73.88597
Ken Corley,1921,none,none,none,none,Oklahoma State Teachers College,,,,,East Central University,34.80314,-96.6714
Ken Durrett,"December 8, 1948",Pittsburgh,Pennsylvania,Pittsburgh,Pennsylvania,La Salle University,40.4495,-79.988,40.4495,-79.988,La Salle University,40.03872,-75.15407
Ken Green,"September 19, 1959",Newnan,Georgia,Newnan,Georgia,University of Texas-Pan American,33.3764,-84.7886,33.3764,-84.7886,University of Texas-Pan American,26.30507,-98.17112
Ken Johnson,"February 1, 1978",Detroit,Michigan,Detroit,Michigan,Ohio State University,42.3679,-83.1386,42.3679,-83.1386,Ohio State University,39.99618,-83.0188
Ken Johnson,"November 7, 1962",Tuskegee,Alabama,La Jolla,California,Michigan State University,32.3807,-85.6808,32.8667,-117.2481,Michigan State University,42.84031,-84.47982
