"Player","BirthDate","BirthCity","BirthState","HighSchoolCity","HighSchoolState","College","BirthLat","BirthLong","HSLat","HSLong","CollegeNameGood","CollegeLat","CollegeLong","birthCityState","hsCityState","CityCount","HighSchoolCount","CollegeCount","BirthCountry","HighSchoolCountry","BirthContinent","HighSchoolContinent","Team1","Team2","Team3","Team4","Team5","Team6","Team7","Team8","Team9","Team10","Team11","Team12","Team13","Team14","Team15","Team16","Team1_Lat","Team1_Long","Team2_Lat","Team2_Long","Team3_Lat","Team3_Long","Team4_Lat","Team4_Long","Team5_Lat","Team5_Long","Team6_Lat","Team6_Long","Team7_Lat","Team7_Long","Team8_Lat","Team8_Long","Team9_Lat","Team9_Long","Team10_Lat","Team10_Long","Team11_Lat","Team11_Long","Team12_Lat","Team12_Long","Team13_Lat","Team13_Long","Team14_Lat","Team14_Long","Team15_Lat","Team15_Long","Team16_Lat","Team16_Long","FirstYear","LastYear"
"Litterial Green","March 7, 1970","Pascagoula","Mississippi","Moss Point","Mississippi","University of Georgia",30.36576,-88.55613,30.41159,-88.53446,"University of Georgia",33.95206,-83.37394,"Pascagoula Mississippi","Moss Point Mississippi",3,2,18,"United States of America","United States of America","Americas","Americas","Orlando Florida","Detroit Michigan","Milwaukee Wisconsin","Cleveland Ohio","","","","","","","","","","","","",28.53834,-81.37924,42.33143,-83.04575,43.0389,-87.90647,41.4995,-81.69541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-93","1998-99"
"Lloyd Batts","May 9, 1951","Chicago","Illinois","Harvey","Illinois","University of Cincinnati",41.85003,-87.65005,41.61003,-87.64671,"University of Cincinnati",39.13145,-84.51633,"Chicago Illinois","Harvey Illinois",118,4,31,"United States of America","United States of America","Americas","Americas","Norfolk Virginia","","","","","","","","","","","","","","","",36.84681,-76.28522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1974-75"
"Lloyd Daniels","September 4, 1967","New York","New York","New York","New York","Mount San Antonio College",40.71427,-74.00597,40.71427,-74.00597,"Mount San Antonio College",34.04738,-117.84411,"New York New York","New York New York",205,209,1,"United States of America","United States of America","Americas","Americas","San Antonio Texas","Philadelphia Pennsylvania","Los Angeles California","Sacramento California","East Rutherford New Jersey","Toronto Canada","","","","","","","","","","",29.42412,-98.49363,39.95234,-75.16379,34.05223,-118.24368,38.58157,-121.4944,40.83399,-74.09709,43.70011,-79.4163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-93","1997-98"
"Lloyd Neal","December 10, 1950","Talbotton","Georgia","Talbotton","Georgia","Tennessee State University",32.67764,-84.53937,32.67764,-84.53937,"Tennessee State University",36.14811,-86.80305,"Talbotton Georgia","Talbotton Georgia",1,1,18,"United States of America","United States of America","Americas","Americas","Portland Oregon","","","","","","","","","","","","","","","",45.52345,-122.67621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-73","1978-79"
"Lloyd Walton","November 23, 1953","Chicago","Illinois","Chicago","Illinois","Marquette University",41.85003,-87.65005,41.85003,-87.65005,"Marquette University",46.55694,-87.40139,"Chicago Illinois","Chicago Illinois",118,107,35,"United States of America","United States of America","Americas","Americas","Milwaukee Wisconsin","Kansas City Missouri","","","","","","","","","","","","","","",43.0389,-87.90647,39.09973,-94.57857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-77","1980-81"
"Logan Vander Velden","April 3, 1971","Valders","Wisconsin","Valders","Wisconsin","University of Wisconsin-Green Bay",44.0661,-87.88426,44.0661,-87.88426,"University of Wisconsin-Green Bay",44.53266,-87.9213,"Valders Wisconsin","Valders Wisconsin",1,1,3,"United States of America","United States of America","Americas","Americas","Los Angeles California","","","","","","","","","","","","","","","",34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-96","1995-96"
"Lonnie Eggleston","June 8, 1918","none","none","none","none","Oklahoma State University",NA,NA,NA,NA,"Oklahoma State University",35.19804,-97.44459,"none none","none none",677,684,25,"none","none","none","none","St. Louis Missouri","","","","","","","","","","","","","","","",38.62727,-90.19789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-49","1948-49"
"Lonnie Kluttz","September 17, 1945","none","none","none","none","North Carolina Agricultural and Technical State University",NA,NA,NA,NA,"North Carolina Agricultural and Technical State University",36.07264,-79.79198,"none none","none none",677,684,5,"none","none","none","none","Greensboro, North Carolina","","","","","","","","","","","","","","","",36.07264,-79.79198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-71","1970-71"
"Lonnie Lynn","May 24, 1943","none","none","Chicago","Illinois","Wilberforce University",NA,NA,41.85003,-87.65005,"Wilberforce University",39.71867,-83.88048,"none none","Chicago Illinois",677,107,2,"none","United States of America","none","Americas","Denver Colorado","Pittsburgh Pennsylvania","","","","","","","","","","","","","","",39.73915,-104.9847,40.44062,-79.99589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-70","1969-70"
"Lonnie Shelton","October 19, 1955","Bakersfield","California","Bakersfield","California","Oregon State University",35.37329,-119.01871,35.37329,-119.01871,"Oregon State University",44.04598,-123.07046,"Bakersfield California","Bakersfield California",6,6,24,"United States of America","United States of America","Americas","Americas","New York New York","Seattle Washington","Cleveland Ohio","","","","","","","","","","","","","",40.71427,-74.00597,47.60621,-122.33207,41.4995,-81.69541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-77","1985-86"
"Lonnie Wright","January 23, 1944","Newark","New Jersey","Newark","New Jersey","Colorado State University",40.73566,-74.17237,40.73566,-74.17237,"Colorado State University",40.00915,-105.26902,"Newark New Jersey","Newark New Jersey",16,16,9,"United States of America","United States of America","Americas","Americas","Denver Colorado","Miami Florida","","","","","","","","","","","","","","",39.73915,-104.9847,25.77427,-80.19366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1971-72"
"Lonny Baxter","January 27, 1979","Silver Spring","Maryland","Chatham","Virginia","University of Maryland",38.99067,-77.02609,36.82569,-79.39808,"University of Maryland",39.32898,-76.62057,"Silver Spring Maryland","Chatham Virginia",4,12,38,"United States of America","United States of America","Americas","Americas","Chicago Illinois","Chicago Illinois","Toronto Canada","Washington District of Columbia","New Orleans Louisiana","Houston Texas","Charlotte North Carolina","","","","","","","","","",41.85003,-87.65005,41.85003,-87.65005,43.70011,-79.4163,38.89511,-77.03637,29.95465,-90.07507,29.76328,-95.36327,35.22709,-80.84313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-03","2005-06"
"Loren Meyer","December 30, 1972","Emmetsburg","Iowa","Ruthven","Iowa","Iowa State University",43.12615,-94.73791,43.12913,-94.89915,"Iowa State University",41.65502,-91.55684,"Emmetsburg Iowa","Ruthven Iowa",1,1,21,"United States of America","United States of America","Americas","Americas","Dallas Texas","Dallas Texas","Phoenix Arizona","Denver Colorado","","","","","","","","","","","","",32.78306,-96.80667,32.78306,-96.80667,33.44838,-112.07404,39.73915,-104.9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-96","1998-99"
"Loren Woods","June 21, 1978","St. Louis","Missouri","St. Louis","Missouri","University of Arizona",38.62727,-90.19789,38.62727,-90.19789,"University of Arizona",32.23188,-110.95347,"St. Louis Missouri","St. Louis Missouri",25,20,42,"United States of America","United States of America","Americas","Americas","Minneapolis Minnesota","Miami Florida","Toronto Canada","Houston Texas","","","","","","","","","","","","",44.97997,-93.26384,25.77427,-80.19366,43.70011,-79.4163,29.76328,-95.36327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001-02","2007-08"
"Lorenzen Wright","November 4, 1975","Memphis","Tennessee","Memphis","Tennessee","University of Memphis",35.14953,-90.04898,35.14953,-90.04898,"University of Memphis",35.1187,-89.93731,"Memphis Tennessee","Memphis Tennessee",33,29,34,"United States of America","United States of America","Americas","Americas","Los Angeles California","Atlanta Georgia","Memphis Tennessee","Atlanta Georgia","Atlanta Georgia","Sacramento California","Cleveland Ohio","","","","","","","","","",34.05223,-118.24368,33.749,-84.38798,35.14953,-90.04898,33.749,-84.38798,33.749,-84.38798,38.58157,-121.4944,41.4995,-81.69541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-97","2008-09"
"Lorenzo Brown","August 26, 1990","Roswell","Georgia","Chatham","Virginia","North Carolina State University",34.02316,-84.36159,36.82569,-79.39808,"North Carolina State University",36.00153,-78.94001,"Roswell Georgia","Chatham Virginia",1,12,40,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","","","","","","","","","","","","","","","",39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-14","2013-14"
"Lorenzo Charles","November 25, 1963","New York","New York","New York","New York","North Carolina State University",40.71427,-74.00597,40.71427,-74.00597,"North Carolina State University",36.00153,-78.94001,"New York New York","New York New York",205,209,40,"United States of America","United States of America","Americas","Americas","Atlanta Georgia","","","","","","","","","","","","","","","",33.749,-84.38798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985-86","1985-86"
"Lorenzo Romar","November 13, 1958","South Gate","California","Downey","California","University of Washington",33.95474,-118.21202,33.94001,-118.13257,"University of Washington",38.9515,-77.08998,"South Gate California","Downey California",1,2,30,"United States of America","United States of America","Americas","Americas","Oakland California","Milwaukee Wisconsin","Milwaukee Wisconsin","Detroit Michigan","","","","","","","","","","","","",37.80437,-122.2708,43.0389,-87.90647,43.0389,-87.90647,42.33143,-83.04575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-81","1984-85"
"Lorenzo Williams","July 15, 1969","Ocala","Florida","Ocala","Florida","Stetson University",29.1872,-82.14009,29.1872,-82.14009,"Stetson University",29.03554,-81.3034,"Ocala Florida","Ocala Florida",4,3,2,"United States of America","United States of America","Americas","Americas","Charlotte North Carolina","Orlando Florida","Boston Massachusetts","Orlando Florida","Charlotte North Carolina","Dallas Texas","Washington District of Columbia","Washington District of Columbia","Washington District of Columbia","","","","","","","",35.22709,-80.84313,28.53834,-81.37924,42.35843,-71.05977,28.53834,-81.37924,35.22709,-80.84313,32.78306,-96.80667,38.89511,-77.03637,38.89511,-77.03637,38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-93","1999-00"
"Lou Hudson","July 11, 1944","Greensboro","North Carolina","Greensboro","North Carolina","University of Minnesota",36.07264,-79.79198,36.07264,-79.79198,"University of Minnesota",44.97441,-93.233,"Greensboro North Carolina","Greensboro North Carolina",5,5,41,"United States of America","United States of America","Americas","Americas","St. Louis Missouri","Atlanta Georgia","Los Angeles California","","","","","","","","","","","","","",38.62727,-90.19789,33.749,-84.38798,34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-67","1978-79"
"Lou Roe","July 14, 1972","Atlantic City","New Jersey","Atlantic City","New Jersey","University of Massachusetts Amherst",39.36428,-74.42293,39.36428,-74.42293,"University of Massachusetts Amherst",42.3895,-72.5281,"Atlantic City New Jersey","Atlantic City New Jersey",4,2,7,"United States of America","United States of America","Americas","Americas","Detroit Michigan","Oakland California","","","","","","","","","","","","","","",42.33143,-83.04575,37.80437,-122.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-96","1996-97"
"Lou Spicer","November 12, 1922","none","none","none","none","none",NA,NA,NA,NA,"",NA,NA,"none none","none none",677,684,0,"none","none","none","none","Providence Rhode Island","","","","","","","","","","","","","","","",41.82399,-71.41283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1946-47"
"Lou Tsioropoulos","August 31, 1930","Lynn","Massachusetts","Lynn","Massachusetts","University of Kentucky",42.46676,-70.94949,42.46676,-70.94949,"University of Kentucky",38.03036,-84.49938,"Lynn Massachusetts","Lynn Massachusetts",2,1,82,"United States of America","United States of America","Americas","Americas","Boston Massachusetts","","","","","","","","","","","","","","","",42.35843,-71.05977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1956-57","1958-59"
"Louie Dampier","November 20, 1944","Indianapolis","Indiana","Indianapolis","Indiana","University of Kentucky",39.76838,-86.15804,39.76838,-86.15804,"University of Kentucky",38.03036,-84.49938,"Indianapolis Indiana","Indianapolis Indiana",29,35,82,"United States of America","United States of America","Americas","Americas","Louisville Kentucky","San Antonio Texas","","","","","","","","","","","","","","",38.25424,-85.75941,29.42412,-98.49363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1978-79"
"Louie Nelson","May 28, 1951","Los Angeles","California","Los Angeles","California","University of Washington",34.05223,-118.24368,34.05223,-118.24368,"University of Washington",38.9515,-77.08998,"Los Angeles California","Los Angeles California",97,61,30,"United States of America","United States of America","Americas","Americas","Washington District of Columbia","New Orleans Louisiana","San Antonio Texas","Kansas City Missouri","East Rutherford New Jersey","","","","","","","","","","","",38.89511,-77.03637,29.95465,-90.07507,29.42412,-98.49363,39.09973,-94.57857,40.83399,-74.09709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-74","1977-78"
"Louis Amundson","December 7, 1982","Ventura","California","Louisville","Colorado","University of Nevada, Las Vegas",34.27834,-119.29317,39.97776,-105.13193,"University of Nevada, Las Vegas",36.10775,-115.14167,"Ventura California","Louisville Colorado",1,1,32,"United States of America","United States of America","Americas","Americas","Salt Lake City Utah","Philadelphia Pennsylvania","Phoenix Arizona","Oakland California","Indianapolis Indiana","Minneapolis Minnesota","Chicago Illinois","New Orleans Louisiana","New Orleans Louisiana","Chicago Illinois","","","","","","",40.76078,-111.89105,39.95234,-75.16379,33.44838,-112.07404,37.80437,-122.2708,39.76838,-86.15804,44.97997,-93.26384,41.85003,-87.65005,29.95465,-90.07507,29.95465,-90.07507,41.85003,-87.65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-07","2013-14"
"Louis Orr","May 7, 1958","Cincinnati","Ohio","Cincinnati","Ohio","Syracuse University",39.162,-84.45689,39.162,-84.45689,"Syracuse University",43.03784,-76.13465,"Cincinnati Ohio","Cincinnati Ohio",15,17,41,"United States of America","United States of America","Americas","Americas","Indianapolis Indiana","New York New York","","","","","","","","","","","","","","",39.76838,-86.15804,40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-81","1987-88"
"Louis Williams","October 27, 1986","Memphis","Tennessee","Snellville","Georgia","none",35.14953,-90.04898,33.85733,-84.01991,"",NA,NA,"Memphis Tennessee","Snellville Georgia",33,1,0,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","Atlanta Georgia","","","","","","","","","","","","","","",39.95234,-75.16379,33.749,-84.38798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-06","2013-14"
"Lowes Moore","May 5, 1957","Plymouth","North Carolina","Mount Vernon","New York","West Virginia University",35.80892,-76.76062,40.9126,-73.83708,"West Virginia University",39.43815,-78.98169,"Plymouth North Carolina","Mount Vernon New York",1,8,15,"United States of America","United States of America","Americas","Americas","East Rutherford New Jersey","Cleveland Ohio","San Diego California","","","","","","","","","","","","","",40.83399,-74.09709,41.4995,-81.69541,32.71533,-117.15726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-81","1982-83"
"Loy Petersen","July 26, 1945","none","none","Anaheim","California","Oregon State University",NA,NA,33.83529,-117.9145,"Oregon State University",44.04598,-123.07046,"none none","Anaheim California",677,1,24,"none","United States of America","none","Americas","Chicago Illinois","","","","","","","","","","","","","","","",41.85003,-87.65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-69","1969-70"
"Loy Vaught","February 27, 1968","Grand Rapids","Michigan","Kentwood","Michigan","University of Michigan",42.96336,-85.66809,42.86947,-85.64475,"University of Michigan",42.84031,-84.47982,"Grand Rapids Michigan","Kentwood Michigan",5,1,42,"United States of America","United States of America","Americas","Americas","Los Angeles California","Detroit Michigan","Dallas Texas","Washington District of Columbia","","","","","","","","","","","","",34.05223,-118.24368,42.33143,-83.04575,32.78306,-96.80667,38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-91","2000-01"
"Loyd King","May 29, 1949","Asheville","North Carolina","none","none","Virginia Polytechnic Institute and State University",35.60095,-82.55402,NA,NA,"Virginia Polytechnic Institute and State University",37.22923,-80.42397,"Asheville North Carolina","none none",3,684,11,"United States of America","none","Americas","none","Memphis Tennessee","Memphis Tennessee","","","","","","","","","","","","","","",35.14953,-90.04898,35.14953,-90.04898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-72","1972-73"
"Luc Longley","January 19, 1969","Melbourne","Australia","Perth","Australia","University of New Mexico",-37.814,144.96332,-31.95224,115.8614,"University of New Mexico",32.28343,-106.75334,"Melbourne Australia","Perth Australia",6,1,15,"Australia","Australia","Asia and Oceania","Asia and Oceania","Minneapolis Minnesota","Chicago Illinois","Phoenix Arizona","New York New York","","","","","","","","","","","","",44.97997,-93.26384,41.85003,-87.65005,33.44838,-112.07404,40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991-92","2000-01"
"Luc Mbah a Moute","September 9, 1986","Yaounde","Cameroon","Montverde","Florida","University of California, Los Angeles",3.86667,11.51667,28.60028,-81.67396,"University of California, Los Angeles",34.02051,-118.28563,"Yaounde Cameroon","Montverde Florida",1,2,80,"Cameroon","United States of America","Africa","Americas","Milwaukee Wisconsin","Sacramento California","Minneapolis Minnesota","","","","","","","","","","","","","",43.0389,-87.90647,38.58157,-121.4944,44.97997,-93.26384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-09","2013-14"
